date_of_bite,breed,gender,spay_neuter,borough,zip_code
2017-07-09,German Shepherd,Male,No,Queens,11432
2017-07-11,Unknown,Unknown,No,Queens,NA
2017-07-10,Unknown,Unknown,No,Queens,11354
2017-07-11,Pomeranian - Chihuahua Mix,Female,No,Queens,11354
2017-07-11,Pit Bull,Male,No,Queens,11435
2017-07-11,Pit Bull,Female,No,Queens,11435
2017-07-11,Japanese Chin - Maltese Mix,Male,No,Queens,11368
2017-06-25,Puggle,Male,No,Queens,11423
2017-05-16,Pit Bull,Female,Yes,Queens,11418
2017-05-16,Pit Bull,Female,Yes,Queens,11418
2017-06-28,Pit Bull,Unknown,No,Queens,11691
2017-07-12,Mixed Breed,Male,Yes,Queens,11377
2017-07-12,Tibetan Terrier,Male,Yes,Queens,11422
2017-07-11,Beagle - Cockerspaniel Mix,Male,No,Queens,11354
2017-07-12,German Shepherd,Unknown,No,Queens,11429
2017-07-13,Samoyed,Female,No,Queens,11378
2017-07-13,Poodle-Standard,Male,No,Queens,11370
2017-07-13,Bull Dog-English,Female,No,Queens,NA
2017-07-13,Unknown,Unknown,No,Queens,11377
2017-07-14,Unknown,Unknown,No,Queens,11106
2017-07-05,Cocker Spaniel,Unknown,No,Queens,11412
2017-07-15,Jack Russ - Shih Tzu Mix,Female,No,Queens,11378
2017-07-16,Boxer,Female,Yes,Queens,11368
2017-07-16,Siberian Husky,Male,Yes,Queens,11358
2017-07-17,Chihuahua,Male,No,Queens,11377
2017-07-14,Yorkshire Terrier,Female,Yes,Queens,11385
2017-07-16,Unknown,Unknown,No,Queens,NA
2017-07-15,Tibetan Terrier,Male,Yes,Queens,11358
2017-07-15,Jack Russ,Female,Yes,Queens,11691
2017-07-16,Beagle Crossbreed,Female,Yes,Queens,11361
2017-07-17,Pit Bull,Female,Yes,Queens,11420
2017-07-18,Rhodesian Ridgeback,Unknown,No,Queens,NA
2017-06-17,Beagle,Male,No,Queens,11367
2017-07-01,Chinese Crested,Male,Yes,Queens,11368
2017-07-18,Pekingese,Female,No,Queens,11365
2017-07-18,Unknown,Unknown,No,Queens,11434
2017-07-11,American Pit Bull Terrier-Pit Bull,Female,Yes,Queens,11377
2017-07-15,Bichon Frise,Female,Yes,Queens,11370
2017-07-17,Unknown,Unknown,No,Queens,11428
2017-07-19,Unknown,Unknown,No,Queens,11365
2017-07-19,American Pit Bull Terrier-Pit Bull,Female,Yes,Queens,11102
2017-07-08,German Shepherd Mix,Male,Yes,Queens,11694
2017-07-10,Staffordshire - Pit Bull Mix,Female,Yes,Queens,11413
2017-07-09,Pit Bull,Unknown,No,Queens,11428
2017-07-20,Poodle Mix,Male,Yes,Queens,11368
2017-07-20,Lhasa - Shih Tzu Mix,Male,Yes,Queens,11415
2017-07-21,Unknown,Unknown,No,Queens,11377
2017-07-21,Pit Bull,Unknown,No,Queens,11417
2017-07-21,Unknown,Unknown,No,Queens,NA
2017-07-21,German Shepherd,Unknown,No,Queens,NA
2017-07-22,Malti Tzu,Male,No,Queens,11419
2017-07-21,Unknown,Unknown,No,Queens,11415
2017-07-21,Unknown,Unknown,No,Queens,11356
2017-07-15,Bull Dog,Unknown,No,Queens,11691
2017-07-18,Pit Bull,Male,No,Queens,11102
2017-07-15,Pit Bull,Female,No,Queens,11413
2017-07-25,Cocker Spaniel - Poodle Mix,Male,Yes,Queens,11377
2017-07-25,Yorkshire Terrier,Male,No,Queens,11417
2017-07-26,Beagle,Male,Yes,Queens,11421
2017-06-28,Unknown,Unknown,No,Queens,11413
2017-07-26,German Shepherd,Male,No,Queens,11426
2017-07-17,Bichon Frise,Male,Yes,Queens,11354
2017-07-26,Cane Corso,Unknown,No,Queens,11416
2017-07-23,Chihuahua,Male,No,Queens,11368
2017-07-26,Unknown,Unknown,No,Queens,NA
2017-07-22,Morkie,Male,Yes,Queens,11434
2017-07-27,Unknown,Unknown,No,Queens,11360
2017-07-27,Shar-Pei-Chinese,Male,No,Queens,11417
2017-07-26,Unknown,Unknown,No,Queens,NA
2017-07-24,French Hound Mix,Male,Yes,Queens,11432
2017-07-28,"Jindo Dog,",Unknown,No,Queens,NA
2017-07-28,Jack Russ,Male,Yes,Queens,11105
2017-07-30,Poodle-Standard,Female,No,Queens,11375
2017-07-29,Cockapoo Mix,Male,Yes,Queens,11377
2017-07-29,American Pit Bull Mix - Pit Bull Mix,Male,No,Queens,NA
2017-08-01,Chihuahua Mix,Male,Yes,Queens,NA
2017-07-29,Unknown,Unknown,No,Queens,11421
2017-07-29,Pit Bull,Unknown,No,Queens,11377
2017-07-31,Cane Corso,Male,No,Queens,11361
2017-07-31,Shih Tzu - Yorkshire Mix,Male,Yes,Queens,11367
2017-07-31,Spaniel Mixed Breed,Male,Yes,Queens,11102
2017-08-01,German Shepherd,Female,No,Queens,11419
2017-08-01,Mixed Breed,Female,No,Queens,11368
2017-07-30,Dogo,Male,No,Queens,11423
2017-08-02,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Queens,11369
2017-08-03,Unknown,Unknown,No,Queens,11422
2017-08-02,Unknown,Unknown,No,Queens,NA
2017-08-02,Bull Dog-French,Male,No,Queens,11374
2017-08-03,Pit Bull,Unknown,No,Queens,11366
2017-08-04,Pit Bull Mix,Female,No,Queens,11434
2017-08-04,Pit Bull,Male,No,Queens,11434
2017-08-04,Pit Bull Mix (F) And Pit Bull,Male,No,Queens,11434
2017-08-02,Shih Tzu,Male,No,Queens,NA
2017-08-04,Pit Bull Mix (F) And Pit Bull (M),Male,No,Queens,11434
2017-07-28,Boxer Mix,Unknown,No,Queens,11354
2017-08-06,Mixed Breed,Unknown,No,Queens,NA
2017-08-05,Unknown,Unknown,No,Queens,11693
2017-08-05,Unknown,Unknown,No,Queens,11378
2017-08-06,German Shepherd,Female,Yes,Queens,11368
2017-08-07,Unknown,Unknown,No,Queens,11377
2017-08-05,Unknown,Unknown,No,Queens,NA
2017-08-02,Unknown,Unknown,No,Queens,NA
2017-08-08,Mixed Breed,Female,No,Queens,11413
2017-08-08,Pit Bull - Staffordshire,Male,Yes,Queens,11412
2017-08-08,Boston Terrier,Male,Yes,Queens,11419
2017-08-08,Boston Terrier,Male,Yes,Queens,11419
2017-08-04,Maltese - Poodle Mix,Male,Yes,Queens,11361
2017-08-10,Pomeranian,Male,Yes,Queens,11362
2017-08-11,Siberian Husky,Unknown,No,Queens,11368
2017-08-09,Chihuahua,Unknown,No,Queens,NA
2017-08-09,Yorkshire Terrier,Female,Yes,Queens,11370
2017-08-11,Cocker Spaniel,Unknown,No,Queens,NA
2017-08-11,Doberman Pinscher,Female,No,Queens,11354
2017-08-01,Staffordshire,Female,Yes,Queens,11414
2017-08-12,Cocker Spaniel,Unknown,No,Queens,NA
2017-08-12,Rottweiler - Pit Bull Mix,Unknown,No,Queens,11434
2017-08-12,Rottweiler,Male,No,Queens,11368
2017-08-12,Pit Bull - Shepherd Mix,Female,Yes,Queens,11375
2017-08-13,Maltese,Male,Yes,Queens,11372
2017-08-13,Terrier,Unknown,No,Queens,NA
2017-08-13,Labrador Retriever,Male,Yes,Queens,11413
2017-08-13,Shetland Sheepdog,Male,Yes,Queens,11004
2017-08-02,Saint Bernard,Unknown,No,Queens,11435
2017-08-14,Chihuahua,Male,Yes,Queens,11373
2017-08-15,Beagle - Chihuahua Mix,Male,No,Queens,11432
2017-08-15,"Jindo Dog,",Male,Yes,Queens,11421
2017-08-15,Unknown,Unknown,No,Queens,NA
2017-08-15,Unknown,Unknown,No,Queens,11435
2017-08-16,Pit Bull,Male,Yes,Queens,11385
2017-08-16,Shiba Inu Mix,Male,Yes,Queens,11361
2017-08-16,Unknown,Unknown,No,Queens,11104
2017-08-15,Poodle Mix,Male,Yes,Queens,11368
2017-08-17,French - English Bull Dog Mix,Female,No,Queens,11417
2017-08-18,Shih Tzu,Male,Yes,Queens,11365
2017-08-17,Maltese - Poodle Mix,Male,Yes,Queens,11372
2017-08-14,Unknown,Unknown,No,Queens,11373
2017-08-12,Unknown,Unknown,No,Queens,NA
2017-08-17,Poodle-Standard,Unknown,No,Queens,11433
2017-08-15,Shih Tzu (Male) & Shih Tzu Mix (Female),Unknown,Yes,Queens,11436
2017-08-17,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Queens,11385
2017-08-19,West High White Terrier,Male,Yes,Queens,11357
2017-08-20,Bichon Frise,Male,No,Queens,11357
2017-08-20,Unknown,Unknown,No,Queens,NA
2017-08-21,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Queens,11367
2017-08-16,Doberman Pinscher,Male,No,Queens,11378
2017-08-21,Pomeranian,Male,No,Queens,11364
2017-08-07,Labrador Mix,Male,Yes,Queens,11366
2017-08-12,Unknown,Unknown,No,Queens,NA
2017-08-22,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11364
2017-08-20,Unknown,Unknown,No,Queens,11420
2017-08-23,Pug,Unknown,No,Queens,11385
2017-08-24,Pit Bull,Unknown,No,Queens,11418
2017-08-22,Bull Terrier,Male,No,Queens,11375
2017-08-24,German Shepherd - Rottweiler Mix,Male,Yes,Queens,11421
2017-08-25,Bichon Frise,Male,No,Queens,11357
2017-08-27,Unknown,Unknown,No,Queens,11362
2017-08-27,Maltese,Male,No,Queens,11433
2017-08-26,Jack Russ,Male,No,Queens,11368
2017-08-24,Pit Bull - German Shepherd Mix,Female,No,Queens,11412
2017-08-20,Pug - Retriever - Shih Tzu Mix,Male,No,Queens,11368
2017-08-26,Unknown,Unknown,No,Queens,NA
2017-08-29,Corgi - Beagle Mix,Male,No,Queens,11412
2017-08-30,Unknown,Unknown,No,Queens,NA
2017-04-07,Unknown,Unknown,No,Queens,NA
2017-08-28,Pit Bull,Female,Yes,Queens,11691
2017-08-30,Shih Tzu - Bichon Mix,Male,Yes,Queens,11427
2017-08-30,Siberian Husky,Female,Yes,Queens,11430
2017-08-31,Pit Bull,Unknown,No,Queens,11101
2017-08-31,Cockapoo Mix,Male,Yes,Queens,11414
2017-08-31,Shih Tzu,Male,No,Queens,11420
2017-08-30,Unknown,Unknown,No,Queens,NA
2017-08-09,Unknown,Unknown,No,Queens,NA
2017-09-04,Pit Bull - Rottweiler Mix,Female,Yes,Queens,11415
2017-08-31,Maltese,Male,Yes,Queens,11103
2017-09-04,Mixed Breed,Male,Yes,Queens,11106
2017-09-01,Pit Bull,Unknown,No,Queens,11434
2017-09-02,Cocker Spaniel,Unknown,No,Queens,11354
2017-09-01,Maltese,Unknown,No,Queens,11432
2017-09-03,Pit Bull,Unknown,No,Queens,11102
2017-09-04,Chihuahua,Unknown,No,Queens,11104
2017-09-04,Unknown,Unknown,No,Queens,11421
2017-09-05,Unknown,Unknown,No,Queens,11420
2017-09-05,Wheaton Terrier,Male,Yes,Queens,11377
2017-09-06,Unknown,Unknown,No,Queens,11358
2017-09-04,Unknown,Unknown,No,Queens,NA
2017-09-05,Yorkshire Terrier,Male,No,Queens,11355
2017-09-06,Rottweiler,Male,No,Queens,11693
2017-07-30,Unknown,Unknown,No,Queens,11354
2017-09-06,Pit Bull,Unknown,No,Queens,11368
2017-09-07,Cocker Spaniel,Male,Yes,Queens,11102
2017-08-11,Unknown,Unknown,No,Queens,11374
2017-09-09,Unknown,Unknown,No,Queens,11433
2017-09-09,Pug And French Bull Mix,Unknown,No,Queens,11377
2017-09-10,German Shepherd Mix,Male,Yes,Queens,11357
2017-09-10,Pomeranian - Poodle Mix,Male,No,Queens,11372
2017-09-11,Pit Bull - Labrador Mix,Female,Yes,Queens,11435
2017-09-07,Terrier Mix,Male,Yes,Queens,11367
2017-09-12,Poodle - French Bull Dog,Male,Yes,Queens,11374
2017-09-11,Chihuahua,Male,No,Queens,11363
2017-09-11,Mixed Breed,Unknown,No,Queens,11354
2017-09-11,Unknown,Unknown,No,Queens,NA
2017-09-13,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11435
2017-09-13,Coated Xolo,Female,Yes,Queens,11369
2017-09-13,Labrador - Pit Bull Mix,Female,Yes,Queens,11427
2017-09-14,Pit Bull,Male,No,Queens,11434
2017-09-03,Pit Bull,Male,No,Queens,11377
2017-09-13,Rottweiler,Male,No,Queens,11385
2017-09-14,Pit Bull,Unknown,No,Queens,11433
2017-09-11,Unknown,Unknown,No,Queens,NA
2017-09-15,Siberian Husky,Unknown,No,Queens,11377
2017-09-17,Shiba Inu,Female,No,Queens,11355
2017-09-16,Golden Retriever,Unknown,No,Queens,11355
2017-09-17,German Shepherd,Male,No,Queens,11421
2017-09-16,Shih Tzu,Female,No,Queens,11369
2017-09-16,Pomeranian Mix,Male,Yes,Queens,11104
2017-09-17,Cane Corso,Male,Yes,Queens,11379
2017-08-19,Unknown,Unknown,No,Queens,11364
2017-09-14,Jack Russ,Male,No,Queens,11358
2017-09-17,American Staffordshire Terrier - Pit Bull,Female,Yes,Queens,11358
2017-09-09,Multi Poo,Unknown,No,Queens,11354
2017-09-14,Cocker Spaniel - Beagle Mix,Male,No,Queens,11354
2017-09-18,Labrador Retriever,Unknown,No,Queens,11375
2017-09-20,Rottweiler,Unknown,No,Queens,11105
2017-09-19,Lhasa Apso Mix,Female,Yes,Queens,11372
2017-09-20,Chihuahua Mix,Male,No,Queens,11372
2017-09-15,Unknown,Unknown,No,Queens,11367
2017-09-20,Yorkshire Terrier,Male,Yes,Queens,11355
2017-09-20,Unknown,Unknown,No,Queens,11103
2017-09-21,American Staffordshire - Pit Bull Mix,Male,No,Queens,11418
2017-09-21,American Staffordshire - Pit Bull,Male,No,Queens,11418
2017-09-13,Pit Bull -German Shepherd Mix,Female,No,Queens,11434
2017-09-22,Pomeranian,Female,Yes,Queens,11372
2017-09-24,Pit Bull,Unknown,No,Queens,11368
2017-09-24,Unknown,Unknown,No,Queens,11373
2017-09-22,Shih Tzu,Male,No,Queens,11417
2017-09-25,Puggle,Male,Yes,Queens,11358
2017-09-22,Siberian Husky,Unknown,No,Queens,11372
2017-09-22,Pointer,Unknown,No,Queens,11377
2017-09-23,Mixed Breed (Mini Aussie Mix),Female,Yes,Queens,11365
2017-09-23,Bull Terrier,Male,No,Queens,NA
2017-09-25,American Pit Bull Mix - Pit Bull Mix,Female,No,Queens,11373
2017-09-24,German Shepherd,Female,Yes,Queens,11375
2017-09-25,German Pinscher,Male,Yes,Queens,11370
2017-09-25,Pit Bull,Male,No,Queens,11357
2017-09-26,American Stafford Mix,Female,Yes,Queens,11105
2017-09-26,Maltese,Unknown,No,Queens,11421
2017-09-27,Unknown,Unknown,No,Queens,11372
2017-10-01,Beagle Mix,Male,No,Queens,11106
2017-09-30,Pit Bull,Female,No,Queens,11429
2017-09-28,Mixed Breed,Female,Yes,Queens,11697
2017-09-27,Unknown,Unknown,No,Queens,11436
2017-10-01,Pit Bull,Male,No,Queens,11691
2017-09-23,Unknown,Unknown,No,Queens,NA
2017-10-04,American Pit Bull Mix - Pit Bull Mix,Unknown,No,Queens,11365
2017-09-22,Pit Bull,Male,No,Queens,11385
2017-09-29,Bull Dog-English,Male,No,Queens,11354
2017-09-30,Jindo - Jack Russ Mix,Female,Yes,Queens,11373
2017-10-06,Pomeranian - Chihuahua Mix,Male,Yes,Queens,11433
2017-10-01,Jack Russ,Male,No,Queens,11368
2017-10-04,Unknown,Unknown,No,Queens,NA
2017-10-06,Poodle-Toy,Female,No,Queens,11368
2017-10-05,Unknown,Unknown,No,Queens,11375
2017-10-06,Unknown,Unknown,No,Queens,NA
2017-10-08,Pit Bull Mix,Male,Yes,Queens,11103
2017-10-09,Siberian Husky Mix,Female,No,Queens,11354
2017-10-09,American Pit Bull Mix - Pit Bull Mix,Male,No,Queens,11368
2017-09-15,Siberian Husky,Female,Yes,Queens,11365
2017-09-01,Shih Tzu,Male,Yes,Queens,11357
2017-10-12,American Eskimo,Male,No,Queens,11420
2017-10-07,Unknown,Unknown,No,Queens,NA
2017-10-10,Unknown,Unknown,No,Queens,NA
2017-10-11,West High White Terrier,Male,Yes,Queens,11435
2017-10-12,Maltese,Female,No,Queens,11356
2017-10-11,Cocker Spaniel - Poodle Mix,Male,Yes,Queens,11377
2017-10-13,Unknown,Unknown,No,Queens,11375
2017-10-12,Pit Bull,Unknown,No,Queens,11435
2017-10-15,Bull Dog-English,Male,No,Queens,11369
2017-10-16,Unknown,Unknown,No,Queens,11106
2017-10-13,Pit Bull,Male,Yes,Queens,11691
2017-10-07,Pit Bull - Labrador Mix,Male,Yes,Queens,11418
2017-10-10,Cane Charles - Shih Tzu Mix,Male,Yes,Queens,NA
2017-10-10,Pit Bull,Unknown,No,Queens,NA
2017-10-14,Boxer,Unknown,No,Queens,NA
2017-10-18,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Queens,11417
2017-10-17,Unknown,Unknown,No,Queens,NA
2017-10-18,Dachshund,Male,Yes,Queens,11420
2017-10-14,Unknown,Unknown,No,Queens,NA
2017-10-17,Pomeranian,Male,No,Queens,11368
2017-10-22,Shih Tzu Mix,Male,Yes,Queens,11358
2017-10-21,Doberman Pinscher,Male,No,Queens,11414
2017-10-21,Shih Tzu,Female,Yes,Queens,11373
2017-10-21,Siberian Husky,Male,No,Queens,11004
2017-10-21,Pit Bull,Unknown,No,Queens,11432
2017-10-21,Shepherd - Greyhound Mix,Male,Yes,Queens,11423
2017-10-22,Boxer,Male,Yes,Queens,11106
2017-10-21,Golden Retriever - Doodle Mix,Female,No,Queens,11385
2017-10-22,Unknown,Unknown,No,Queens,11106
2017-10-21,Unknown,Unknown,No,Queens,11697
2017-10-23,German Shepherd,Male,Yes,Queens,11435
2017-10-20,Siberian Husky,Female,Yes,Queens,NA
2017-10-22,Shih Tzu,Male,No,Queens,11372
2017-10-18,Unknown,Unknown,No,Queens,11377
2017-10-23,Cocker Spaniel,Male,No,Queens,11435
2017-10-23,Pit Bull,Male,Yes,Queens,11358
2017-10-24,German Shepherd,Unknown,No,Queens,NA
2017-10-24,Unknown,Unknown,No,Queens,NA
2017-10-25,Shih Tzu - Poodle Mix,Male,Yes,Queens,11106
2017-10-24,German Shepherd,Female,No,Queens,11368
2017-10-28,Labrador Retriever,Unknown,No,Queens,11419
2017-10-26,Yorkshire Terrier,Female,No,Queens,11369
2017-10-28,Unknown,Unknown,No,Queens,11433
2017-10-28,Bichon Frise - Poodle Mix,Male,Yes,Queens,11377
2017-10-28,American Pit Bull Terrier-Pit Bull,Male,Yes,Queens,11361
2017-10-28,Labrador Mix,Male,Yes,Queens,11106
2017-10-30,Labrador - Hound Mix,Female,Yes,Queens,11377
2017-10-30,Pit Bull,Unknown,No,Queens,11358
2017-10-30,Chihuahua - Dachshung Mix,Male,Yes,Queens,11426
2017-08-28,Yorkshire Terrier,Male,Yes,Queens,11379
2017-10-08,Yorkshire Terrier,Male,Yes,Queens,11379
2017-10-21,Pit Bull - Labrador Mix,Male,Yes,Queens,11365
2017-10-30,Bull Dog-English,Male,Yes,Queens,11378
2017-10-29,Pit Bull,Unknown,No,Queens,11385
2017-10-12,Labrador Retriever,Unknown,No,Queens,11355
2017-10-31,Chihuahua Mix,Male,No,Queens,11368
2017-10-31,Cocker Spaniel,Male,Yes,Queens,11373
2017-11-01,Bichon Frise,Male,No,Queens,11373
2017-11-02,Hound Mix,Male,Yes,Queens,11104
2017-11-02,Schnauzer-Standard,Male,Yes,Queens,11102
2017-11-04,Mixed,Male,Yes,Queens,11429
2017-11-03,Chihuahua,Unknown,No,Queens,11691
2017-11-07,Yorkie Chon,Male,Yes,Queens,11368
2017-11-04,Unknown,Unknown,No,Queens,11385
2017-11-06,Pit Bull,Unknown,No,Queens,NA
2017-11-08,Boxer,Unknown,No,Queens,NA
2017-11-08,Shiba Inu,Male,Yes,Queens,11368
2017-11-08,Pit Bull,Male,Yes,Queens,11368
2017-11-10,Maltese,Female,No,Queens,11355
2017-11-10,American Pit Bull Mix - Pit Bull Mix,Female,No,Queens,11367
2017-11-10,Labrador - Hound Mix,Male,No,Queens,11433
2017-11-11,Cocker Spaniel,Female,Yes,Queens,11364
2017-11-12,Bull Dog,Unknown,No,Queens,11429
2017-11-13,Pit Bull,Unknown,No,Queens,NA
2017-11-11,Pit Bull,Unknown,No,Queens,11417
2017-11-08,Unknown,Unknown,No,Queens,NA
2017-11-11,Unknown,Unknown,No,Queens,NA
2017-11-13,Beagle,Male,Yes,Queens,11365
2017-11-13,Labrador Retriever,Unknown,No,Queens,11417
2017-11-11,Yorkshire Terrier,Unknown,No,Queens,NA
2017-11-13,Unknown,Unknown,No,Queens,NA
2017-11-15,Pit Bull,Male,No,Queens,11367
2017-11-15,Mixed Breed,Male,Yes,Queens,11360
2017-11-15,Chihuahua,Female,Yes,Queens,11356
2017-11-16,American Bully,Female,Yes,Queens,11377
2017-11-17,Unknown,Unknown,No,Queens,11356
2017-11-18,Maltese,Male,Yes,Queens,11364
2017-11-17,Bull Dog,Male,No,Queens,11412
2017-11-19,Bull Dog-French,Male,No,Queens,11354
2017-11-19,Unknown,Unknown,No,Queens,11414
2017-11-17,Unknown,Unknown,No,Queens,11427
2017-11-17,Unknown,Unknown,No,Queens,NA
2017-11-17,English Sheepdog,Female,No,Queens,11364
2017-11-20,Shih Tzu - Poodle Mix,Male,No,Queens,11434
2017-11-20,Pit Bull,Unknown,No,Queens,NA
2017-11-22,German Sheperd - Pit Bull Mix,Unknown,No,Queens,11420
2017-11-22,Terrier,Unknown,No,Queens,11368
2017-11-21,Boston Terrier,Female,Yes,Queens,11105
2017-11-22,Pekingese,Male,Yes,Queens,11354
2017-11-24,Shih Tzu,Male,No,Queens,11432
2017-11-25,Pit Bull,Unknown,No,Queens,NA
2017-11-08,Chihuahua,Female,Yes,Queens,11357
2017-11-19,Labrador Mix,Male,Yes,Queens,11372
2017-11-18,Unknown,Unknown,No,Queens,NA
2017-11-28,Pit Bull,Unknown,No,Queens,NA
2017-10-30,German Shepherd,Male,No,Queens,11432
2017-11-28,Siberian Husky,Female,Yes,Queens,11364
2017-11-27,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Queens,11356
2017-11-30,Boston Terrier,Female,Yes,Queens,11373
2017-12-02,Labrador Retriever,Unknown,No,Queens,11372
2017-12-03,Yorkshire Terrier,Unknown,No,Queens,11427
2017-11-17,Yorkshire Terrier Crossbreed,Unknown,No,Queens,11419
2017-12-04,Siberian Husky,Unknown,No,Queens,NA
2017-12-02,Pit Bull,Unknown,No,Queens,NA
2017-11-26,Terrier,Unknown,No,Queens,11691
2017-12-02,Mixed Breed,Male,No,Queens,11422
2017-12-06,Unknown,Unknown,No,Queens,NA
2017-12-04,Maltese,Female,Yes,Queens,11358
2017-12-04,Beagle Mix,Female,Yes,Queens,11375
2017-12-08,Beagle Mix,Male,Yes,Queens,11418
2017-12-03,Siberian Husky,Male,Yes,Queens,11434
2017-12-09,Maltese,Unknown,No,Queens,11368
2017-12-07,Yorkie - Jack Russell Mix,Female,No,Queens,11372
2017-12-07,Shar-Pei - Beagle Mix,Male,Yes,Queens,11372
2017-12-08,Unknown,Unknown,No,Queens,NA
2017-12-13,Beagle Mix,Female,Yes,Queens,11102
2017-12-13,Unknown,Unknown,No,Queens,NA
2017-12-10,Cockapoo,Male,Yes,Queens,11375
2017-12-13,Poodle-Toy,Unknown,No,Queens,11375
2017-12-14,Maltese,Male,No,Queens,11368
2017-12-16,Collie Mix,Male,No,Queens,11358
2017-12-16,Unknown,Unknown,No,Queens,NA
2017-12-16,Bull Dog-French,Male,No,Queens,11358
2017-12-17,Pit Bull,Male,No,Queens,11372
2017-12-18,Unknown,Unknown,No,Queens,11357
2017-12-08,Dachshund,Unknown,No,Queens,11105
2017-12-12,Maltese,Male,Yes,Queens,NA
2017-12-19,German Shepherd,Male,Yes,Queens,11377
2017-12-19,Unknown,Unknown,No,Queens,11379
2017-12-18,Pit Bull,Unknown,No,Queens,NA
2017-12-20,Collie,Female,No,Queens,11362
2017-12-20,Pit Bull,Unknown,No,Queens,11693
2017-12-21,Unknown,Unknown,No,Queens,NA
2017-12-22,Poodle-Standard,Male,No,Queens,11435
2017-12-22,Pug - Jack Russ Mix,Female,Yes,Queens,11105
2017-12-22,Beagle,Male,No,Queens,11422
2017-12-25,Pit Bull,Unknown,No,Queens,11417
2017-12-09,Pit Bull - Boston Terrier Mix,Male,Yes,Queens,11385
2017-12-26,Chihuahua,Male,No,Queens,11354
2017-12-20,Schnauzer-Miniature,Male,Yes,Queens,11385
2017-12-27,Unknown,Unknown,No,Queens,NA
2017-12-26,Pit Bull,Unknown,No,Queens,11691
2017-12-25,Mixed Breed,Male,No,Queens,11385
2017-12-29,Pomeranian,Female,No,Queens,11355
2017-12-30,Poodle - Maltese Mix,Female,No,Queens,11103
2017-12-31,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Queens,11434
2017-12-21,Dachshund - Poodle Mix,Male,No,Queens,11365
2017-12-27,Pit Bull Mix - Terrier Mix,Male,Yes,Queens,11434
2017-12-29,Mixed Breed,Male,No,Queens,NA
2017-12-27,Shar-Pei-Chinese,Female,Yes,Queens,11358
2017-12-03,Miniature Pinscher,Unknown,No,Queens,11416
2017-09-10,Wheaton Terrier,Unknown,No,Queens,11418
2017-01-01,Pit Bull,Female,No,Staten Island,NA
2017-01-04,Poodle-Standard,Unknown,No,Staten Island,NA
2017-01-01,Pit Bull,Unknown,No,Staten Island,10314
2017-01-06,Pit Bull,Female,No,Staten Island,10301
2017-01-04,Mixed-Other,Male,No,Staten Island,NA
2017-01-10,Pit Bull,Male,No,Staten Island,NA
2017-01-08,Maltese,Unknown,No,Staten Island,10306
2017-01-10,Russell Terrier,Male,Yes,Staten Island,NA
2017-01-14,Rottweiler,Male,Yes,Staten Island,10305
2017-01-14,Mixed-Other,Unknown,No,Staten Island,NA
2017-01-15,Terrier,Unknown,No,Staten Island,10308
2017-01-18,Pit Bull,Unknown,No,Staten Island,10301
2017-01-20,Labrador Retriever,Unknown,No,Staten Island,NA
2017-01-22,Australian Shepherd,Male,Yes,Staten Island,10303
2017-01-18,Pit Bull,Male,No,Staten Island,10308
2017-01-28,Pit Bull Mix,Male,Yes,Staten Island,10308
2017-01-28,Pit Bull,Female,Yes,Staten Island,10306
2017-01-30,Pit Bull,Unknown,No,Staten Island,10302
2017-01-31,Beagle,Male,Yes,Staten Island,10314
2017-02-01,German Shepherd,Male,Yes,Staten Island,10314
2017-01-30,Pit Bull,Unknown,No,Staten Island,NA
2017-02-06,Pit Bull,Male,No,Staten Island,10312
2017-02-05,Lhasa Apso Mix,Male,Yes,Staten Island,10306
2017-02-06,Pit Bull,Male,No,Staten Island,10303
2017-02-06,Yorkshire Terrier,Male,Yes,Staten Island,10312
2017-02-07,Akita,Male,No,Staten Island,NA
2017-02-08,Pit Bull,Male,Yes,Staten Island,10310
2017-02-12,Pit Bull,Male,Yes,Staten Island,10303
2017-02-18,Pit Bull,Unknown,No,Staten Island,NA
2017-02-18,Brussel-Pu,Male,Yes,Staten Island,10314
2017-02-20,Pit Bull,Unknown,No,Staten Island,10314
2017-02-13,Puggle,Female,Yes,Staten Island,10305
2017-02-14,Pit Bull Mix,Female,No,Staten Island,10301
2017-02-17,Pit Bull,Male,No,Staten Island,10303
2017-02-18,Pit Bull,Male,No,Staten Island,10303
2017-02-24,Beagle,Female,No,Staten Island,10314
2017-02-25,Chihuahua,Male,Yes,Staten Island,10306
2017-02-24,Pit Bull,Unknown,No,Staten Island,NA
2017-02-27,Jack Russ,Female,No,Staten Island,10312
2017-03-06,Pit Bull,Female,Yes,Staten Island,10301
2017-03-09,Bull Dog,Male,No,Staten Island,10304
2017-03-03,Pit Bull,Female,Yes,Staten Island,10301
2017-03-16,Schnauzer Poodle Mix,Male,No,Staten Island,10306
2017-02-28,Jack Russ,Male,Yes,Staten Island,10312
2017-03-19,Dalmatian,Male,Yes,Staten Island,10306
2017-03-19,Boxer,Male,Yes,Staten Island,NA
