date_of_bite,breed,gender,spay_neuter,borough,zip_code
2017-06-01,Bichon Frise,Male,Yes,Manhattan,11209
2017-05-30,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Manhattan,10029
2017-05-28,Staffordshire Mix,Male,Yes,Manhattan,10013
2017-05-27,Shiba Inu,Unknown,No,Manhattan,10014
2017-05-30,Mixed-Other,Unknown,No,Manhattan,NA
2017-06-02,Bull Dog,Male,Yes,Manhattan,10028
2017-06-01,Clumber Spaniel,Male,Yes,Manhattan,10024
2017-05-24,Jack Russ,Unknown,No,Manhattan,NA
2017-05-24,Jack Russ,Unknown,No,Manhattan,10030
2017-06-03,Pit Bull,Male,No,Manhattan,10002
2017-06-03,Pit Bull,Unknown,No,Manhattan,10003
2017-06-02,Pit Bull,Unknown,No,Manhattan,NA
2017-06-02,Pit Bull,Unknown,No,Manhattan,10023
2017-06-06,Bull Dog,Male,Yes,Manhattan,10007
2017-06-07,Australian Shepherd,Female,Yes,Manhattan,10004
2017-06-08,Terrier,Unknown,No,Manhattan,10040
2017-06-08,Terrier Mix,Male,Yes,Manhattan,10011
2017-06-09,Pit Bull,Unknown,Yes,Manhattan,10023
2017-06-09,West High White Terrier,Male,Yes,Manhattan,10023
2017-06-12,Pomeranian Mix,Male,Yes,Manhattan,10032
2017-06-10,Chihuahua Mix,Female,Yes,Manhattan,NA
2017-06-02,Chihuahua,Unknown,No,Manhattan,10009
2017-06-11,American Pit Bull Terrier-Pit Bull,Unknown,No,Manhattan,10029
2017-06-06,Shih Tzu,Male,Yes,Manhattan,NA
2017-06-10,Weimaraner,Female,Yes,Manhattan,NA
2017-06-12,Wheaton Terrier,Female,Yes,Manhattan,10128
2017-06-06,Pit Bull,Male,Yes,Manhattan,10037
2017-06-11,Wheaton Terrier,Male,No,Manhattan,10028
2017-06-11,Boston Terrier,Female,Yes,Manhattan,10028
2017-06-14,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Manhattan,10029
2017-06-15,Weimaraner,Unknown,No,Manhattan,NA
2017-06-16,Unknown,Unknown,No,Manhattan,NA
2017-06-07,Terrier Mix,Male,Yes,Manhattan,10038
2017-06-02,Mixed-Other,Male,Yes,Manhattan,10003
2017-05-21,Australian Shepherd,Female,Yes,Manhattan,10019
2017-05-15,Doberman Pinscher,Female,Yes,Manhattan,10025
2017-06-09,Pit Bull,Unknown,No,Manhattan,10033
2017-06-17,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Manhattan,10023
2017-06-18,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Manhattan,10024
2017-06-16,Schnauzer-Giant,Male,Yes,Manhattan,10040
2017-06-09,Mixed-Other,Male,No,Manhattan,10025
2017-06-20,French Bulldog- Stafforshire Terrier Mix,Female,Yes,Manhattan,10003
2017-06-16,Bull Dog-English,Male,Yes,Manhattan,10003
2017-06-16,Mixed,Female,Yes,Manhattan,NA
2017-06-17,Bull Dog-English,Male,Yes,Manhattan,10025
2017-06-20,Pit Bull,Female,No,Manhattan,10032
2017-04-04,Pit Bull,Unknown,No,Manhattan,10011
2017-06-16,Shih Tzu,Female,Yes,Manhattan,10029
2017-06-15,Terrier Mix,Female,Yes,Manhattan,10013
2017-06-21,Jack Russ,Male,No,Manhattan,NA
2017-06-25,German Shepherd,Unknown,No,Manhattan,10022
2017-06-24,Greyhound,Male,No,Manhattan,10040
2017-05-04,Pit Bull,Female,No,Manhattan,10009
2017-06-26,Beagle,Unknown,No,Manhattan,NA
2017-06-06,Siberian Husky,Male,No,Manhattan,10005
2017-06-23,Pit Bull,Unknown,No,Manhattan,10025
2017-06-22,Poodle-Standard,Male,No,Manhattan,10002
2017-06-24,Cocker Spaniel,Female,No,Manhattan,NA
2017-06-23,Siberian Husky,Female,Yes,Manhattan,10019
2017-06-03,Pit Bull,Unknown,No,Manhattan,10002
2017-06-25,Pit Bull,Male,No,Manhattan,10032
2017-06-27,American Pit Bull Mix - Pit Bull Mix,Female,No,Manhattan,10031
2017-06-27,Pit Bull,Unknown,No,Manhattan,10026
2017-06-22,Labrador Retriever,Male,Yes,Manhattan,10029
2017-06-28,Chihuahua,Unknown,No,Manhattan,10031
2017-06-27,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Manhattan,NA
2017-06-29,Unknown,Unknown,No,Manhattan,NA
2017-06-30,Pit Bull,Male,No,Manhattan,NA
2017-06-29,Bull Dog,Unknown,No,Manhattan,10128
2017-06-29,Miniature Pinscher,Male,Yes,Manhattan,NA
2017-06-29,Pit Bull,Unknown,No,Manhattan,10009
2017-06-28,Shih Tzu,Unknown,No,Manhattan,NA
2017-06-28,German Shepherd,Unknown,No,Manhattan,NA
2017-05-18,Akita,Male,Yes,Manhattan,NA
2017-06-30,Bichon Frise,Male,Yes,Manhattan,10029
2017-07-02,American Pit Bull Mix - Pit Bull Mix,Male,No,Manhattan,10029
2017-07-03,Collie-Border,Unknown,No,Manhattan,10019
2017-07-04,Puggle,Male,Yes,Manhattan,10028
2017-07-04,Jack Russ,Female,No,Manhattan,10029
2017-07-03,Maltese,Unknown,No,Manhattan,NA
2017-06-14,Bull Dog,Male,Yes,Manhattan,10025
2017-06-27,Poodle-Standard,Unknown,No,Manhattan,10023
2017-07-05,Labrador Retriever,Female,No,Manhattan,NA
2017-07-05,Golden Retriever,Unknown,No,Manhattan,10019
2017-07-07,Mixed-Other,Unknown,No,Manhattan,NA
2017-07-06,Tibetan Terrier,Male,Yes,Manhattan,10065
2017-07-09,Pit Bull Mix,Male,Yes,Manhattan,10025
2017-06-20,Terrier,Male,No,Manhattan,10002
2017-07-09,Yorkshire Terrier,Male,No,Manhattan,10011
2017-07-08,Retreiver,Unknown,No,Manhattan,NA
2017-07-10,Shih Tzu,Unknown,No,Manhattan,NA
2017-07-02,Shih Tzu,Male,Yes,Manhattan,10013
2017-07-08,Terrier,Female,Yes,Manhattan,10013
2017-07-08,Chihuahua,Female,Yes,Manhattan,10033
2017-07-07,Pit Bull,Male,No,Manhattan,10029
2017-07-03,Shih Tzu- Cocker Spaniel,Male,Yes,Manhattan,10029
2017-07-13,American Pit Bull Mix - Pit Bull Mix,Male,No,Manhattan,10039
2017-07-06,American Pit Bull Mix - Pit Bull Mix,Female,No,Manhattan,NA
2017-07-11,Pit Bull,Unknown,No,Manhattan,10026
2017-07-15,Yorkshire Terrier,Male,Yes,Manhattan,10030
2017-07-03,Maltese,Unknown,No,Manhattan,NA
2017-07-07,Jack Russ,Unknown,No,Manhattan,10065
2017-07-15,American Pit Bull Terrier-Pit Bull,Male,No,Manhattan,NA
2017-07-16,Chihuahua Sh- Rat Terrier,Male,Yes,Manhattan,NA
2017-07-18,Terrier Mix,Male,Yes,Manhattan,10026
2017-07-16,Schnauzer-Miniature,Female,Yes,Manhattan,10004
2017-07-17,Shepherd,Unknown,No,Manhattan,10028
2017-07-17,Dachshund Smooth Coat,Male,No,Manhattan,10010
2017-07-17,Boxer,Unknown,No,Manhattan,10033
2017-07-19,Miniature Labradoodle,Female,Yes,Manhattan,10028
2017-07-19,Shih Tzu,Male,No,Manhattan,10016
2017-07-21,Bull Dog,Male,No,Manhattan,10075
2017-07-22,Bull Dog-English,Male,No,Manhattan,10019
2017-07-20,Bull Terrier,Unknown,No,Manhattan,10023
2017-07-24,Parson Russell Terrier,Female,No,Manhattan,10065
2017-07-24,Labrador Retriever Crossbreed,Unknown,No,Manhattan,10023
2017-07-06,Cane Corso,Unknown,No,Manhattan,10030
2017-07-06,Cane Corso,Unknown,No,Manhattan,10030
2017-07-20,Pit Bull,Unknown,No,Manhattan,10009
2017-07-24,Bull Terrier,Male,No,Manhattan,NA
2017-07-22,Pit Bull,Unknown,No,Manhattan,NA
2017-07-21,German Shepherd,Male,No,Manhattan,10034
2017-07-22,American Pit Bull Mix - Pit Bull Mix,Male,No,Manhattan,NA
2017-07-22,American Pit Bull Mix - Pit Bull Mix,Male,No,Manhattan,NA
2017-07-25,Pit Bull,Female,No,Manhattan,10003
2017-07-27,Australian Shepherd,Female,Yes,Manhattan,NA
2017-07-26,Mixed-Other,Unknown,No,Manhattan,NA
2017-07-21,American Pit Bull Mix - Pit Bull Mix,Male,No,Manhattan,10029
2017-07-16,Pit Bull,Male,No,Manhattan,10031
2017-07-30,Yorkshire Terrier Crossbreed,Male,No,Manhattan,10029
2017-07-27,Great Dane,Unknown,No,Manhattan,10032
2017-07-28,American Pit Bull Mix - Pit Bull Mix,Unknown,No,Manhattan,10012
2017-07-29,Chihuahua,Unknown,No,Manhattan,10128
2017-08-02,Terrier Mix,Female,No,Manhattan,10023
2017-07-12,Havanese,Male,Yes,Manhattan,NA
2017-08-03,Labrador Retriever,Unknown,No,Manhattan,10019
2017-08-02,American Pit Bull Terrier-Pit Bull,Male,No,Manhattan,10128
2017-08-02,Pit Bull,Unknown,No,Manhattan,NA
2017-07-25,Shepard Mix,Male,No,Manhattan,NA
2017-08-01,Border Collie-Lab,Female,Yes,Manhattan,10040
2017-07-22,Pit Bull,Unknown,No,Manhattan,10032
2017-08-06,Australian Shepherd,Male,Yes,Manhattan,10010
2017-08-06,Wheaton Terrier,Male,No,Manhattan,NA
2017-08-05,Australian Cattle Dog,Male,Yes,Manhattan,10009
2017-08-08,Unknown,Unknown,No,Manhattan,10011
2017-08-04,Chihuahua Crossbreed,Male,Yes,Manhattan,10031
2017-08-08,Terrier Mix,Male,Yes,Manhattan,10013
2017-08-04,Chihuahua Crossbreed,Unknown,No,Manhattan,10024
2017-08-09,Pekingese,Unknown,No,Manhattan,10002
2017-08-09,Boston Terrier,Male,Yes,Manhattan,10028
2017-08-10,Cotton De Tulear,Male,Yes,Manhattan,10024
2017-08-09,American Staffordshire Terrier,Male,No,Manhattan,10029
2017-08-08,Terrier Mix,Male,Yes,Manhattan,10021
2017-08-12,American Pit Bull Mix - Pit Bull Mix,Female,No,Manhattan,NA
2017-08-12,Golden Retriever,Unknown,No,Manhattan,10023
2017-08-08,Siberian Husky,Male,Yes,Manhattan,10040
2017-08-10,Sharpei- Brittany,Male,Yes,Manhattan,10003
2017-08-12,Pit Bull,Male,No,Manhattan,NA
2017-08-12,American Pit Bull Mix - Pit Bull Mix,Female,No,Manhattan,NA
2017-08-14,Chihuahua,Unknown,No,Manhattan,10028
2017-08-14,Chihuahua,Unknown,No,Manhattan,10013
2017-08-13,Pit Bull,Female,No,Manhattan,10030
2017-08-17,Sheep Dog,Female,No,Manhattan,NA
2017-08-15,Chihuahua Mix,Male,Yes,Manhattan,10012
2017-08-16,Chihuahua,Unknown,No,Manhattan,10023
2017-08-16,Doberman Pinscher,Male,No,Manhattan,10002
2017-08-18,Brussels Griffon,Male,Yes,Manhattan,10019
2017-08-11,German Shepherd,Male,No,Manhattan,10024
2017-08-21,Siberian Husky,Unknown,No,Manhattan,10019
2017-08-17,Mastiff Or Cane Corso,Unknown,No,Manhattan,10024
2017-08-18,Mongrel Mix,Female,Yes,Manhattan,10014
2017-08-22,Shih Tzu,Female,No,Manhattan,10128
2017-08-22,Rhodesian Ridgeback,Male,No,Manhattan,10003
2017-08-21,American Pit Bull Terrier-Pit Bull,Male,Yes,Manhattan,NA
2017-08-23,Shih Tzu,Unknown,No,Manhattan,NA
2017-08-19,Pit Bull,Unknown,No,Manhattan,10009
2017-08-24,Schnauzer-Standard,Unknown,No,Manhattan,10009
2017-08-27,German Shepherd,Female,Yes,Manhattan,10037
2017-08-25,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Manhattan,10036
2017-08-12,German Shepherd,Unknown,No,Manhattan,NA
2017-08-02,Pit Bull,Unknown,No,Manhattan,10001
2017-08-22,Jack Russ,Female,Yes,Manhattan,10029
2017-08-27,Cairn Terrier,Male,Yes,Manhattan,10027
2017-08-27,Pomeranian,Unknown,No,Manhattan,NA
2017-08-17,Pit Bull,Unknown,No,Manhattan,10032
2017-08-27,Terrier Mix,Male,Yes,Manhattan,10012
2017-08-25,Bull Dog,Unknown,No,Manhattan,NA
2017-08-28,Yorkshire Terrier,Unknown,No,Manhattan,10069
2017-08-30,Pit Bull,Male,Yes,Manhattan,10029
2017-08-28,Pit Bull,Female,No,Manhattan,10032
2017-08-29,Pit Bull,Male,No,Manhattan,NA
2017-08-30,Bull Terrier,Male,Yes,Manhattan,10023
2017-08-30,Siberian Husky,Unknown,No,Manhattan,10023
2017-08-30,Pit Bull,Male,No,Manhattan,10029
2017-08-31,Shepherd,Unknown,No,Manhattan,NA
2017-08-22,Weimaraner,Male,Yes,Manhattan,10025
2017-08-31,Newfoundland,Male,Yes,Manhattan,10019
2017-08-31,Mixed-Other,Unknown,No,Manhattan,NA
2017-09-02,Maltese,Male,Yes,Manhattan,10009
2017-09-03,American Pit Bull Mix - Pit Bull Mix,Female,No,Manhattan,NA
2017-09-03,Pit Bull,Male,Yes,Manhattan,NA
2017-09-05,Cocker Spaniel,Male,Yes,Manhattan,10009
2017-09-02,Yorkshire Terrier,Male,Yes,Manhattan,10033
2017-09-07,Labrador Retriever,Male,Yes,Manhattan,10285
2017-09-08,American Pit Bull Mix - Pit Bull Mix,Female,No,Manhattan,10009
2017-09-10,Akita,Male,No,Manhattan,10031
2017-09-09,Pit Bull,Unknown,No,Manhattan,10025
2017-07-12,Bernese Mountain,Male,Yes,Manhattan,NA
2017-09-11,Cockapoo,Male,Yes,Manhattan,NA
2017-09-12,Pomeranian,Male,Yes,Manhattan,10032
2017-09-12,Mixed-Other,Unknown,No,Manhattan,10001
2017-09-06,Pit Bull - German Shepherd Mix,Male,No,Manhattan,10037
2017-09-17,Pit Bull,Unknown,No,Manhattan,10029
2017-09-16,American Staffordshire Terrier,Male,No,Manhattan,10018
2017-09-14,Terrier Mix,Female,Yes,Manhattan,10037
2017-09-16,Shih Tzu,Male,No,Manhattan,10065
2017-09-17,Shih Tzu Crossbreed,Female,Yes,Manhattan,10003
2017-09-16,Maltese,Male,Yes,Manhattan,10019
2017-09-08,Pomeranian,Male,No,Manhattan,NA
2017-09-16,Pomeranian- Husky,Male,Yes,Manhattan,10029
2017-09-18,Greyhound,Male,No,Manhattan,10024
2017-09-20,Pit Bull,Male,Yes,Manhattan,10030
2017-09-09,Shih Tzu,Male,Yes,Manhattan,10128
2017-09-17,Pomeranian,Male,No,Manhattan,10035
2017-09-18,Terrier Mix,Male,Yes,Manhattan,NA
2017-09-19,Dachshund Smooth Coat,Unknown,No,Manhattan,10023
2017-09-21,Terrier,Unknown,No,Manhattan,NA
2017-09-22,Portuguese Water Dog,Male,Yes,Manhattan,10022
2017-09-22,Pit Bull,Male,No,Manhattan,10026
2017-09-24,Pit Bull,Unknown,No,Manhattan,10128
2017-09-23,American Staff Mix,Male,No,Manhattan,10029
2017-09-22,Unknown,Unknown,No,Manhattan,10026
2017-09-27,Terrier Mix,Female,Yes,Manhattan,10032
2017-09-27,Chihuahua-Yorkshire Mix,Female,No,Manhattan,10035
2017-09-27,Pomeranian,Male,Yes,Manhattan,10001
2017-09-28,Shih Tzu,Female,Yes,Manhattan,10025
2017-09-29,Pit Bull,Male,No,Manhattan,10035
2017-09-29,Pit Bull,Unknown,No,Manhattan,NA
2017-09-29,Saint Bernard,Male,No,Manhattan,10014
2017-09-30,Yorkshire Terrier,Male,Yes,Manhattan,10024
2017-09-29,Bull Dog,Unknown,No,Manhattan,10280
2017-09-20,Bull Dog,Unknown,No,Manhattan,10065
2017-09-24,Pit Bull,Male,Yes,Manhattan,10014
2017-10-02,Bull Dog-French,Female,Yes,Manhattan,10003
2017-09-30,Boxer,Male,Yes,Manhattan,10030
2017-09-29,Mastiff-Bull,Female,Yes,Manhattan,NA
2017-09-29,Shih Tzu,Male,No,Manhattan,NA
2017-10-03,Boston Terrier,Unknown,No,Manhattan,10065
2017-09-30,Jack Russ,Female,Yes,Manhattan,10003
2017-10-02,Labrador Retriever,Male,Yes,Manhattan,10014
2017-10-02,Bull Dog,Unknown,No,Manhattan,NA
2017-09-30,Beagle,Unknown,No,Manhattan,NA
2017-10-05,Australian Shepherd,Unknown,No,Manhattan,10009
2017-09-28,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Manhattan,10128
2017-10-03,Maltipoo,Unknown,No,Manhattan,NA
2017-10-04,Poodle-Standard,Unknown,No,Manhattan,NA
2017-10-04,Jack Russell Terrier- Basenji Mix,Female,Yes,Manhattan,10282
2017-10-06,German Shepherd,Male,No,Manhattan,10007
2017-10-08,Shih Tzu Maltese Mix,Male,Yes,Manhattan,10075
2017-10-09,Mixed-Other,Unknown,No,Manhattan,10010
2017-10-05,Greyhound,Unknown,No,Manhattan,NA
2017-10-05,Mixed-Other,Unknown,No,Manhattan,10025
2017-09-28,Pit Bull,Female,No,Manhattan,10128
2017-10-03,Pit Bull,Male,No,Manhattan,10128
2017-10-07,Labrador Retriever,Unknown,No,Manhattan,NA
2017-10-06,Pit Bull,Unknown,No,Manhattan,NA
2017-10-13,Chihuahua,Unknown,No,Manhattan,NA
2017-10-03,Pit Bull,Male,No,Manhattan,10029
2017-10-11,Cotton De Tulear,Male,Yes,Manhattan,10044
2017-10-12,Unknown,Unknown,No,Manhattan,NA
2017-10-14,Mastiff,Male,No,Manhattan,10029
2017-10-15,Rottweiler,Unknown,No,Manhattan,10128
2017-10-16,Brussels Griffon,Male,Yes,Manhattan,10038
2017-10-15,Yorkshire Terrier,Unknown,No,Manhattan,NA
2017-10-14,Pit Bull,Unknown,No,Manhattan,10040
2017-10-18,Pit Bull,Female,No,Manhattan,10032
2017-10-17,Pit Bull,Unknown,No,Manhattan,10002
2017-10-14,Chihuahua,Unknown,No,Manhattan,NA
2017-10-12,Pit Bull,Unknown,No,Manhattan,10030
2017-10-20,Shih Tzu,Male,Yes,Manhattan,10029
2017-10-20,Puggle,Male,Yes,Manhattan,10027
2017-10-17,Mixed-Other,Female,No,Manhattan,10065
2017-10-18,Terrier Cross,Male,No,Manhattan,10029
2017-10-21,Doberman Pinscher,Male,No,Manhattan,10036
2017-10-25,Cocker Spaniel - Poodle Mix,Male,No,Manhattan,10022
2017-10-25,Unknown,Unknown,No,Manhattan,NA
2017-10-22,Labrador Retriever,Female,Yes,Manhattan,NA
2017-10-25,Pit Bull,Unknown,No,Manhattan,10033
2017-10-25,Shih Tzu- Yorkie,Male,Yes,Manhattan,10065
2017-10-24,Shiba Inu,Female,Yes,Manhattan,10001
2017-10-23,Chihuahua,Unknown,No,Manhattan,10128
2017-10-18,Shih Tzu Mix Maltese,Female,No,Manhattan,10034
2017-10-25,Mixed-Other,Male,No,Manhattan,10032
2017-10-29,Pit Bull,Unknown,No,Manhattan,NA
2017-05-20,Pit Bull,Unknown,No,Manhattan,10009
2017-10-26,Yorkshire Terrier,Unknown,No,Manhattan,NA
2017-10-24,Jack Russ,Unknown,No,Manhattan,NA
2017-10-27,Scottish Terrier,Female,No,Manhattan,10021
2017-10-26,Shih Tzu Mix,Male,Yes,Manhattan,10065
2017-10-29,Yorkshire Terrier,Male,Yes,Manhattan,10075
2017-10-29,Pit Bull,Unknown,No,Manhattan,10002
2017-10-30,Maltese,Male,Yes,Manhattan,NA
2017-11-01,Multi Collar Terrier,Female,Yes,Manhattan,10065
2017-10-28,Potcake,Female,Yes,Manhattan,10128
2017-10-29,Mixed-Other,Male,Yes,Manhattan,10003
2017-10-21,Maltipoo,Male,Yes,Manhattan,10016
2017-10-23,Pit Bull,Unknown,No,Manhattan,10009
2017-10-25,Bull Dog,Unknown,No,Manhattan,NA
2017-10-31,Poodle-Standard,Female,Yes,Manhattan,10025
2017-11-01,Chihuahua,Male,Yes,Manhattan,10011
2017-11-05,Mastiff-Bull,Male,Yes,Manhattan,10128
2017-11-01,Maltese,Female,No,Manhattan,NA
2017-11-02,Poodle-Miniature,Unknown,No,Manhattan,NA
2017-11-02,German Shepherd,Unknown,No,Manhattan,10011
2017-11-02,Poodle-Miniature,Unknown,No,Manhattan,10010
2017-11-01,Boston Terrier,Male,Yes,Manhattan,NA
2017-10-30,Mixed-Other,Male,No,Manhattan,NA
2017-10-30,Mixed-Other,Female,No,Manhattan,NA
2017-11-04,Pit Bull,Unknown,No,Manhattan,10029
2017-11-05,Terrier Mix,Male,Yes,Manhattan,10024
2017-11-06,Shiba Inu,Male,Yes,Manhattan,10009
2017-11-06,Mixed-Other,Unknown,No,Manhattan,10009
2017-11-06,Cocker Spaniel,Unknown,No,Manhattan,NA
2017-11-07,Mixed-Other,Male,No,Manhattan,10035
2017-10-30,Poodle-Miniature,Unknown,No,Manhattan,10012
2017-11-06,Mixed-Other,Male,No,Manhattan,10029
2017-11-07,Mixed-Other,Male,No,Manhattan,10019
2017-09-16,American Staffordshire Terrier,Male,Yes,Manhattan,NA
2017-11-10,Mixed-Other,Male,No,Manhattan,10009
2017-11-11,Pit Bull,Unknown,No,Manhattan,10027
2017-11-11,Pit Bull,Unknown,No,Manhattan,10027
2017-11-09,American Staffordshire Terrier,Male,Yes,Manhattan,10013
2017-11-12,Havanese,Male,No,Manhattan,10024
2017-11-14,Mixed-Other,Male,No,Manhattan,10026
2017-11-12,Mixed-Other,Male,No,Manhattan,10029
2017-11-13,Terrier,Unknown,No,Manhattan,NA
2017-11-11,West High White Terrier,Male,No,Manhattan,10034
2017-11-17,Terrier-Pitbull,Male,No,Manhattan,10128
2017-11-17,Cockapoo,Male,Yes,Manhattan,10023
2017-11-16,Mixed-Other,Male,No,Manhattan,10029
2017-11-14,Pit Bull,Male,Yes,Manhattan,10025
2017-11-17,Staffordshire Bull Terrier,Male,Yes,Manhattan,10009
2017-11-14,Samoyed,Unknown,No,Manhattan,10014
2017-11-19,Australian Shepherd,Male,No,Manhattan,10011
2017-11-19,Pit Bull,Female,Yes,Manhattan,10002
2017-11-17,Large Mixed Breed,Male,No,Manhattan,10035
2017-11-17,Mixed-Other,Female,No,Manhattan,10009
2017-11-20,Shih Tzu,Male,Yes,Manhattan,10013
2017-11-11,Pit Bull,Male,No,Manhattan,10026
2017-11-11,Pit Bull,Unknown,No,Manhattan,NA
2017-11-23,German Shepherd,Unknown,No,Manhattan,NA
2017-11-23,Pit Bull,Unknown,No,Manhattan,NA
2017-11-17,Large Mixed Navy,Male,No,Manhattan,NA
2017-11-23,Unknown,Unknown,No,Manhattan,10023
2017-11-22,Unknown,Unknown,No,Manhattan,NA
2017-11-22,Pit Bull,Male,Yes,Manhattan,10030
2017-11-24,Maltese,Unknown,No,Manhattan,10024
2017-11-22,Golden Retriever,Unknown,No,Manhattan,10021
2017-11-24,Golden Retriever,Male,Yes,Manhattan,10001
2017-11-23,Unknown,Unknown,No,Manhattan,10035
2017-11-24,Pit Bull,Unknown,No,Manhattan,10025
2017-11-23,Mixed-Other,Male,No,Manhattan,10031
2017-11-25,Bull Dog Mix,Male,No,Manhattan,NA
2017-11-19,Pit Bull,Unknown,Yes,Manhattan,10128
2017-11-27,Spitz,Unknown,No,Manhattan,NA
2017-11-15,Pit Bull,Unknown,No,Manhattan,10022
2017-11-23,Unknown,Unknown,No,Manhattan,NA
2017-11-28,Siberian Husky,Unknown,No,Manhattan,10010
2017-11-26,Pit Bull Mix,Female,Yes,Manhattan,10023
2017-11-29,Shepherd - Labrador Mix,Male,Yes,Manhattan,10026
2017-11-28,German Shepherd,Male,Yes,Manhattan,10009
2017-11-30,Labrador Retriever,Male,Yes,Manhattan,10024
2017-11-29,Lhasa Apso,Female,Yes,Manhattan,10037
2017-12-04,Unknown,Unknown,No,Manhattan,10028
2017-11-26,Dachshund Smooth Coat Miniature,Male,Yes,Manhattan,10009
2017-11-27,Pit Bull,Unknown,No,Manhattan,NA
2017-11-28,Shih Tzu,Unknown,No,Manhattan,NA
2017-12-03,Mixed-Other,Female,No,Manhattan,10036
2017-12-03,Mixed-Other,Female,No,Manhattan,10036
2017-12-02,Mixed-Other,Male,No,Manhattan,10029
2017-12-03,Pit-Boxer,Female,Yes,Manhattan,10026
2017-12-05,Unknown,Unknown,No,Manhattan,NA
2017-12-01,Labrador Retriever,Unknown,No,Manhattan,10012
2017-12-06,Cocker Spaniel,Female,Yes,Manhattan,10017
2017-12-08,Unknown,Unknown,No,Manhattan,NA
2017-12-09,Shiba Inu,Female,No,Manhattan,10023
2017-12-05,Pomeranian,Male,Yes,Manhattan,10128
2017-12-05,Papillon,Male,Yes,Manhattan,NA
2017-12-05,Siberian Husky,Unknown,No,Manhattan,10032
2017-12-10,Pit Bull,Male,Yes,Manhattan,10007
2017-12-09,Maltese- Yorkshire Terrier,Male,No,Manhattan,10019
2017-12-10,American Pit Bull Mix - Pit Bull Mix,Unknown,No,Manhattan,10028
2017-12-06,Mixed-Other,Female,No,Manhattan,10035
2017-12-08,Shiba Inu,Female,Yes,Manhattan,NA
2017-11-29,Mixed-Other,Male,No,Manhattan,10026
2017-12-09,Mixed-Other,Male,No,Manhattan,10039
2017-12-10,Siberian Husky,Female,No,Manhattan,10027
2017-12-12,Mixed-Other,Male,No,Manhattan,10029
2017-12-11,Mixed-Other,Male,No,Manhattan,10029
2017-12-11,Mixed-Other,Female,No,Manhattan,10025
2017-12-12,Shepherd,Unknown,No,Manhattan,NA
2017-12-11,Bull Dog,Male,Yes,Manhattan,NA
2017-12-13,Boston Terrier,Male,No,Manhattan,NA
2017-12-10,Mixed-Other,Unknown,No,Manhattan,10026
2017-12-16,Pit Bull,Unknown,No,Manhattan,NA
2017-12-16,Mixed-Other,Male,No,Manhattan,10029
2017-12-16,Chow Chow,Unknown,No,Manhattan,NA
2017-12-15,Mixed-Other,Male,No,Manhattan,10023
2017-12-18,Bull Dog-French,Male,Yes,Manhattan,10016
2017-12-18,Pit Bull,Unknown,No,Manhattan,10025
2017-12-19,Boxer,Male,No,Manhattan,10019
2017-12-19,Mixed-Other,Female,No,Manhattan,10037
2017-12-05,Golden Retriever,Male,No,Manhattan,NA
2017-12-19,Mixed-Other,Male,No,Manhattan,10014
2017-12-19,Mixed-Other,Male,No,Manhattan,10014
2017-12-19,Yorkshire Terrier,Male,No,Manhattan,10025
2017-11-21,Pit Bull,Unknown,No,Manhattan,NA
2017-12-20,Pit Bull,Unknown,No,Manhattan,10002
2017-12-21,Pit Bull,Male,Yes,Manhattan,10128
2017-12-21,American Pit Bull Terrier-Pit Bull,Female,Yes,Manhattan,10025
2017-12-22,Mixed Breed,Male,Yes,Manhattan,10128
2017-12-21,Havanese,Male,Yes,Manhattan,10012
2017-12-22,Terrier - Other,Unknown,No,Manhattan,10033
2017-12-23,Goldendoodle,Male,Yes,Manhattan,10014
2017-12-21,Dachschund- Pinscher Mix,Male,Yes,Manhattan,10019
2017-11-16,Bull Dog-French,Unknown,No,Manhattan,10009
2017-11-30,Unknown,Unknown,No,Manhattan,10028
2017-10-09,Mixed-Other,Unknown,No,Manhattan,NA
2017-12-29,Yorkshire Terrier,Female,No,Manhattan,10025
2017-01-09,Unknown,Unknown,No,Manhattan,10040
2017-01-11,Pit Bull,Unknown,No,Other,7652
2017-01-15,Border Collie Mix,Female,No,Other,8221
2017-01-15,German Shepherd,Female,No,Other,11040
2017-01-21,Yorkshire Terrier,Male,No,Other,NA
2017-01-16,Pit Bull,Male,No,Other,19125
2017-02-05,Golden Doodle,Male,No,Other,8831
2017-02-05,Golden Doodle,Male,No,Other,8831
2017-02-10,Shih Tzu,Male,Yes,Other,18360
2017-02-17,Maltese Mix,Female,No,Other,10701
2017-02-24,Beagle-Pit Bull Mix,Male,Yes,Other,11040
2017-03-06,Shih Tzu Mix,Male,Yes,Other,6880
2017-03-03,Shih Tzu,Male,No,Other,10710
2017-02-28,Cavalier King Charles Spaniel,Male,Yes,Other,NA
2017-03-10,Cocker Spaniel,Male,Yes,Other,11710
2017-03-10,Schnauzer-Standard,Unknown,No,Other,NA
2017-02-28,American Staffordshire Terrier,Male,Yes,Other,19002
2017-03-11,Jack Russ,Unknown,No,Other,NA
